src,dst,add_st,mul_st
30,27,7,2.75
30,28,7,2.75
30,29,-1,0.75
30,31,7,2.75
30,32,-1,0.75
31,1,3,2.0
31,2,7,4.5
31,3,11,6.5
31,4,5,2.6666666666666665
31,5,1,1.3333333333333333
31,6,4,2.3333333333333335
31,7,7,3.3333333333333335
31,8,7,2.75
31,9,2,1.5
31,10,1,1.25
31,11,7,2.75
31,12,2,1.6666666666666667
31,13,8,3.6666666666666665
31,14,2,1.5
31,15,2,1.6666666666666667
31,16,-1,0.75
31,17,-1,0.6666666666666666
31,18,-1,0.75
31,19,-1,0.75
31,20,2,1.6666666666666667
31,21,2,1.6666666666666667
31,22,1,1.3333333333333333
31,23,8,3.0
31,24,0,1.0
31,25,5,2.0
31,26,1,1.25
31,27,4,2.3333333333333335
31,28,4,2.3333333333333335
31,29,6,2.2
31,30,7,2.75
31,32,8,3.6666666666666665
32,1,-1,0.6666666666666666
32,2,0,1.0
32,3,3,2.5
32,4,1,1.3333333333333333
32,5,5,2.6666666666666665
32,6,2,1.6666666666666667
32,7,-1,0.6666666666666666
32,8,-1,0.75
32,9,2,1.5
32,10,3,1.75
32,11,-1,0.75
32,12,5,2.6666666666666665
32,13,0,1.0
32,14,4,2.0
32,15,6,3.0
32,16,5,2.25
32,17,6,2.5
32,18,5,2.25
32,19,6,2.5
32,20,6,3.0
32,21,-1,0.75
32,22,8,5.0
32,23,0,1.0
32,24,6,2.2
32,25,-1,0.8
32,26,7,2.75
32,27,0,1.0
32,28,-1,0.75
32,29,-2,0.6
32,30,-1,0.75
32,31,8,3.6666666666666665
